Ticker,2018-12-31,2019-02-02,2019-03-31,2019-05-04,2019-06-30,2019-08-03,2019-09-30,2019-11-02,2019-12-31,2020-01-31,2020-02-01,2020-03-28,2020-03-29,2020-03-31,2020-04-03,2020-04-24,2020-04-25,2020-04-30,2020-05-02,2020-05-03,2020-06-27,2020-06-28,2020-06-30,2020-07-03,2020-07-25,2020-07-31,2020-08-01,2020-08-02,2020-09-26,2020-09-27,2020-09-30,2020-10-02,2020-10-03,2020-10-24,2020-10-30,2020-10-31,2020-11-01,2020-12-26,2020-12-27,2020-12-31,2021-01-01,2021-01-02,2021-01-23,2021-01-29,2021-01-30,2021-01-31,2021-03-27,2021-03-28,2021-03-31,2021-04-02,2021-04-03,2021-04-30,2021-05-01,2021-05-02,2021-06-26,2021-06-27,2021-06-30,2021-07-02,2021-07-03,2021-07-30,2021-07-31,2021-08-01,2021-09-25,2021-09-26,2021-09-30,2021-10-01,2021-10-02,2021-10-29,2021-10-30,2021-10-31,2021-12-25,2021-12-26,2021-12-31,2022-01-01,2022-01-28,2022-01-29,2022-01-31,2022-02-06,2022-03-26,2022-03-27,2022-03-31,2022-04-01,2022-04-02,2022-04-29,2022-04-30,2022-05-08,2022-06-25,2022-06-26,2022-06-30,2022-07-01,2022-07-02,2022-07-29,2022-07-30,2022-07-31,2022-08-07,2022-09-24,2022-09-25,2022-09-30,2022-10-01,2022-10-28,2022-10-29,2022-10-31,2022-11-06,2022-12-25,2022-12-30,2022-12-31,2023-01-27,2023-01-28,2023-01-31,2023-02-05,2023-03-26,2023-03-31,2023-04-01,2023-04-28,2023-04-29,2023-04-30,2023-05-07,2023-06-25,2023-06-30,2023-07-01,2023-07-28,2023-07-29,2023-07-31,2023-08-06,2023-09-24,2023-09-29,2023-09-30,2023-10-27,2023-10-28,2023-10-31,2023-11-05,2023-12-24,2023-12-29,2023-12-30,2023-12-31,2024-01-26,2024-01-27,2024-01-31,2024-02-03,2024-02-04,2024-03-29,2024-03-30,2024-03-31,2024-04-26,2024-04-27,2024-04-30,2024-05-04,2024-05-05,2024-06-28,2024-06-29,2024-06-30,2024-07-26,2024-07-27,2024-07-31,2024-08-03,2024-08-04,2024-09-27,2024-09-28,2024-09-29,2024-09-30,2024-10-25,2024-10-26,2024-10-31,2024-11-02,2024-11-03,2024-12-27,2024-12-28,2024-12-29,2024-12-31,2025-01-24,2025-01-25,2025-01-31,2025-02-01,2025-02-02
CTV,,,,,,,,,,,,,,13.74,,,,,,,,,13.44,,,,,,,,18.59,,,,,,,,,23.03,,,,,,,,,18.01,,,,,,,,22.84,,,,,,,,23.47,,,,,,,,25.97,,,,,,,,25.86,,,,,,,,33.09,,,,,,,,,34.47,,,,,,,,33.7,,,,,,30.49,,,,,,,34.55,,,,,,,,36.23,,,,,,,,38.62,,,,,,,,36.74,,,,,,,,37.95,,,,,,,,,38.25,,,,,,,,,,,,,,
TDOC,,,,,,,,,,,,,,180.8,,,,,,,,,241.03,,,,,,,,288.81,,,,,,,,,383.32,,,,,,,,,453.68,,,,,,,,503.14,,,,,,,,521.66,,,,,,,,554.24,,,,,,,,565.35,,,,,,,,592.38,,,,,,,,,611.4,,,,,,,,637.71,,,,,,629.24,,,,,,,652.41,,,,,,,,660.24,,,,,,,,660.53,,,,,,,,646.13,,,,,,,,642.44,,,,,,,,,640.51,,,,,,,,,640.49,,,,,
RNG,,,,,,,,,,,,,,267.51,,,,,,,,,277.99,,,,,,,,303.62,,,,,,,,,334.54,,,,,,,,,352.36,,,,,,,,379.27,,,,,,,,414.63,,,,,,,,448.5,,,,,,,,467.66,,,,,,,,486.9,,,,,,,,,509.03,,,,,,,,524.75,,,,,,533.69,,,,,,,539.31,,,,,,,,558.16,,,,,,,,571.27,,,,,,,,584.21,,,,,,,,592.91,,,,,,,,,608.77,,,,,,,,,614.51,,,,,
NICE,,,,,,,,,,,,,,410.43,,,,,,,,,393.18,,,,,,,,409.83,,,,,,,,,434.58,,,,,,,,,455.02,,,,,,,,456.03,,,,,,,,490.4,,,,,,,,519.69,,,,,,,,527.43,,,,,,,,530.58,,,,,,,,,554.72,,,,,,,,568.56,,,,,,571.86,,,,,,,581.11,,,,,,,,601.34,,,,,,,,623.19,,,,,,,,659.31,,,,,,,,664.4,,,,,,,,,689.96,,,,,,,,,721.6,,,,,
CVNA,,,,,,,,,,,,,,1098.0,,,,,,,,,1118.0,,,,,,,,1544.0,,,,,,,,,1827.0,,,,,,,,,2245.0,,,,,,,,3336.0,,,,,,,,3480.0,,,,,,,,3753.0,,,,,,,,3497.0,,,,,,,,3884.0,,,,,,,,,3386.0,,,,,,,,2837.0,,,,,,2606.0,,,,,,,2968.0,,,,,,,,2773.0,,,,,,,,2424.0,,,,,,,,3061.0,,,,,,,,3410.0,,,,,,,,,3655.0,,,,,,,,,3547.0,,,,,
COIN,,,,,,,,,,,,,,188.94,,,,,,,,,186.03,,,,,,,,315.07,,,,,,,,,584.82,,,,,,,,,1801.0,,,,,,,,2228.0,,,,,,,,1311.0,,,,,,,,2498.0,,,,,,,,1165.0,,,,,,,,802.65,,,,,,,,,576.38,,,,,,,,605.57,,,,,,736.4,,,,,,,662.5,,,,,,,,623.0,,,,,,,,904.64,,,,,,,,1588.0,,,,,,,,1380.0,,,,,,,,,1129.0,,,,,,,,,2197.0,,,,,
EDIT,,,,,,,,,,,,,,5.72,,,,,,,,,10.75,,,,,,,,62.84,,,,,,,,,11.42,,,,,,,,,6.5,,,,,,,,0.38,,,,,,,,6.2,,,,,,,,12.47,,,,,,,,6.77,,,,,,,,6.36,,,,,,,,,0.04,,,,,,,,6.54,,,,,,9.85,,,,,,,2.89,,,,,,,,5.34,,,,,,,,60.05,,,,,,,,1.14,,,,,,,,0.51,,,,,,,,,0.06,,,,,,,,,30.6,,,,,
KLTR,,,,,,,,,,,,,,25.91,,,,,,,,,28.75,,,,,,,,30.61,,,,,,,,,35.18,,,,,,,,,37.71,,,,,,,,41.6,,,,,,,,42.98,,,,,,,,42.72,,,,,,,,41.72,,,,,,,,41.98,,,,,,,,,41.05,,,,,,,,44.07,,,,,,43.27,,,,,,,43.88,,,,,,,,43.54,,,,,,,,44.48,,,,,,,,44.78,,,,,,,,44.03,,,,,,,,,44.3,,,,,,,,,45.61,,,,,
VMEO,,,,,,,,,,,,,,56.97,,,,,,,,,67.33,,,,,,,,75.13,,,,,,,,,83.79,,,,,,,,,89.42,,,,,,,,96.05,,,,,,,,100.09,,,,,,,,106.12,,,,,,,,108.35,,,,,,,,110.98,,,,,,,,,108.13,,,,,,,,105.56,,,,,,103.58,,,,,,,101.84,,,,,,,,106.25,,,,,,,,105.54,,,,,,,,104.91,,,,,,,,104.38,,,,,,,,,104.56,,,,,,,,,103.16,,,,,
JD,,,,,,,,,,,,,,146205.0,,,,,,,,,201054.0,,,,,,,,174214.0,,,,,,,,,224328.0,,,,,,,,,203176.0,,,,,,,,253800.0,,,,,,,,218708.0,,,,,,,,275907.0,,,,,,,,239655.0,,,,,,,,267600.0,,,,,,,,,243535.0,,,,,,,,295446.0,,,,,,242956.0,,,,,,,287931.0,,,,,,,,247698.0,,,,,,,,306077.0,,,,,,,,260049.0,,,,,,,,291397.0,,,,,,,,,260387.0,,,,,,,,,346986.0,,,,,
DASH,,,,,,,,,,,,,,362.0,,,,,,,,,675.0,,,,,,,,879.0,,,,,,,,,970.0,,,,,,,,,1077.0,,,,,,,,1236.0,,,,,,,,1275.0,,,,,,,,1300.0,,,,,,,,1456.0,,,,,,,,1608.0,,,,,,,,,1701.0,,,,,,,,1818.0,,,,,,2035.0,,,,,,,2133.0,,,,,,,,2164.0,,,,,,,,2303.0,,,,,,,,2513.0,,,,,,,,2630.0,,,,,,,,,2706.0,,,,,,,,,2873.0,,,,,
CDXS,,,,,,,,,,,,,,14.67,,,,,,,,,14.97,,,,,,,,18.39,,,,,,,,,21.03,,,,,,,,,18.03,,,,,,,,25.45,,,,,,,,36.77,,,,,,,,24.5,,,,,,,,35.34,,,,,,,,38.41,,,,,,,,,34.47,,,,,,,,30.38,,,,,,12.98,,,,,,,21.32,,,,,,,,9.28,,,,,,,,26.56,,,,,,,,17.07,,,,,,,,7.98,,,,,,,,,12.83,,,,,,,,,21.46,,,,,
NTRA,,,,,,,,,,,,,,94.01,,,,,,,,,86.47,,,,,,,,98.14,,,,,,,,,112.38,,,,,,,,,152.32,,,,,,,,142.03,,,,,,,,158.12,,,,,,,,173.03,,,,,,,,194.13,,,,,,,,198.2,,,,,,,,,210.64,,,,,,,,217.25,,,,,,241.76,,,,,,,261.4,,,,,,,,268.31,,,,,,,,311.11,,,,,,,,367.74,,,,,,,,413.35,,,,,,,,,439.76,,,,,,,,,476.06,,,,,
OTLY,,,,,,,,,,,,,,84.24,,,,,,,,,95.31,,,,,,,,114.68,,,,,,,,,127.12,,,,,,,,,140.05,,,,,,,,146.15,,,,,,,,171.06,,,,,,,,185.93,,,,,,,,166.19,,,,,,,,177.96,,,,,,,,,183.03,,,,,,,,195.07,,,,,,195.65,,,,,,,195.99,,,,,,,,187.6,,,,,,,,204.12,,,,,,,,199.16,,,,,,,,202.2,,,,,,,,,208.0,,,,,,,,,214.32,,,,,
ROOT,,,,,,,,,,,,,,124.0,,,,,,,,,121.4,,,,,,,,50.5,,,,,,,,,50.9,,,,,,,,,68.6,,,,,,,,89.8,,,,,,,,93.8,,,,,,,,93.2,,,,,,,,85.4,,,,,,,,80.4,,,,,,,,,73.7,,,,,,,,71.3,,,,,,70.1,,,,,,,74.8,,,,,,,,115.3,,,,,,,,194.8,,,,,,,,254.9,,,,,,,,289.2,,,,,,,,,305.7,,,,,,,,,326.7,,,,,
VRNS,,,,,,,,,,,,,,54.18,,,,,,,,,66.57,,,,,,,,76.75,,,,,,,,,95.2,,,,,,,,,74.79,,,,,,,,88.42,,,,,,,,100.35,,,,,,,,126.58,,,,,,,,96.26,,,,,,,,111.45,,,,,,,,,123.31,,,,,,,,142.62,,,,,,107.34,,,,,,,115.42,,,,,,,,122.31,,,,,,,,154.1,,,,,,,,114.02,,,,,,,,130.35,,,,,,,,,148.07,,,,,,,,,158.51,,,,,
BMRN,,,,,,,,,,,,,,502.07,,,,,,,,,429.49,,,,,,,,476.78,,,,,,,,,452.12,,,,,,,,,486.03,,,,,,,,501.69,,,,,,,,408.74,,,,,,,,449.81,,,,,,,,519.36,,,,,,,,533.8,,,,,,,,,505.34,,,,,,,,537.54,,,,,,596.42,,,,,,,595.28,,,,,,,,581.33,,,,,,,,646.21,,,,,,,,648.83,,,,,,,,712.03,,,,,,,,,745.74,,,,,,,,,747.31,,,,,
TBLA,,,,,,,,,,,,,,279.35,,,,,,,,,267.67,,,,,,,,290.59,,,,,,,,,351.29,,,,,,,,,302.95,,,,,,,,329.07,,,,,,,,338.77,,,,,,,,407.67,,,,,,,,354.73,,,,,,,,342.7,,,,,,,,,332.46,,,,,,,,371.27,,,,,,327.69,,,,,,,332.0,,,,,,,,360.22,,,,,,,,419.77,,,,,,,,414.01,,,,,,,,428.16,,,,,,,,,433.01,,,,,,,,,491.04,,,,,
GDRX,,,,,,,,,,,,,,133.41,,,,,,,,,123.3,,,,,,,,140.45,,,,,,,,,153.54,,,,,,,,,160.43,,,,,,,,176.64,,,,,,,,195.1,,,,,,,,213.26,,,,,,,,203.33,,,,,,,,191.8,,,,,,,,,187.32,,,,,,,,184.11,,,,,,183.99,,,,,,,189.68,,,,,,,,179.96,,,,,,,,196.64,,,,,,,,197.88,,,,,,,,200.61,,,,,,,,,195.25,,,,,,,,,198.58,,,,,
GOCO,,,,,,,,,,,,,,141.01,,,,,,,,,127.06,,,,,,,,163.36,,,,,,,,,445.92,,,,,,,,,204.18,,,,,,,,196.9,,,,,,,,211.73,,,,,,,,449.6,,,,,,,,270.59,,,,,,,,158.65,,,,,,,,,133.05,,,,,,,,69.38,,,,,,183.16,,,,,,,142.78,,,,,,,,132.04,,,,,,,,276.7,,,,,,,,185.6,,,,,,,,105.87,,,,,,,,,118.29,,,,,,,,,389.13,,,,,
WRBY,,,,,,,,,,,,,,88.4,,,,,,,,,88.4,,,,,,,,104.09,,,,,,,,,112.84,,,,,,,,,138.97,,,,,,,,131.56,,,,,,,,137.37,,,,,,,,132.89,,,,,,,,153.22,,,,,,,,149.62,,,,,,,,,148.78,,,,,,,,146.49,,,,,,171.97,,,,,,,166.09,,,,,,,,169.85,,,,,,,,161.86,,,,,,,,200.0,,,,,,,,188.22,,,,,,,,,192.45,,,,,,,,,190.64,,,,,
TXG,,,,,,,,,,,,,,71.91,,,,,,,,,42.91,,,,,,,,71.82,,,,,,,,,112.22,,,,,,,,,105.82,,,,,,,,115.84,,,,,,,,125.3,,,,,,,,143.53,,,,,,,,114.5,,,,,,,,114.61,,,,,,,,,131.07,,,,,,,,156.23,,,,,,134.29,,,,,,,146.82,,,,,,,,153.64,,,,,,,,183.98,,,,,,,,141.01,,,,,,,,153.1,,,,,,,,,151.65,,,,,,,,,165.02,,,,,
BIRD,,,,,,,,,,,,,,46.39,,,,,,,,,46.39,,,,,,,,47.24,,,,,,,,,79.28,,,,,,,,,49.64,,,,,,,,67.91,,,,,,,,62.71,,,,,,,,97.22,,,,,,,,62.76,,,,,,,,78.17,,,,,,,,,72.65,,,,,,,,84.18,,,,,,54.35,,,,,,,70.48,,,,,,,,57.24,,,,,,,,71.99,,,,,,,,39.33,,,,,,,,51.58,,,,,,,,,43.0,,,,,,,,,55.85,,,,,
WDC,,,,,,,,,,,,,,,4175.0,,,,,,,,,4287.0,,,,,,,,3922.0,,,,,,,,,3943.0,,,,,,,,,4137.0,,,,,,,,4920.0,,,,,,,,5051.0,,,,,,,4833.0,,,,,,,,,4381.0,,,,,,,,4528.0,,,,,,,,3736.0,,,,,,,3107.0,,,,,,,2803.0,,,,,,,2672.0,,,,,,,2750.0,,,,,,,3032.0,,,,,,,,3457.0,,,,,,,,3764.0,,,,,,,,4095.0,,,,,,,,,4285.0,,,,,,,,
MDT,,,,,,,,,,,,,,,,5997.0,,,,,,,,,,6507.0,,,,,,,,,7647.0,,,,,,,,,7775.0,,,,,,,,8188.0,,,,,,,,7987.0,,,,,,,,7847.0,,,,,,,7763.0,,,,,,,,,8089.0,,,,,,,,7371.0,,,,,,,,7585.0,,,,,,,7727.0,,,,,,,8545.0,,,,,,,7702.0,,,,,,,7984.0,,,,,,,,8089.0,,,,,,,,8589.0,,,,,,,,7915.0,,,,,,,,,8403.0,,,,,,,,,8292.0,,,,
NTAP,,,,,,,,,,,,,,,,1401.0,,,,,,,,,,1303.0,,,,,,,,,1416.0,,,,,,,,,1470.0,,,,,,,,1555.0,,,,,,,,1458.0,,,,,,,,1566.0,,,,,,,1614.0,,,,,,,,,1680.0,,,,,,,,1592.0,,,,,,,,1663.0,,,,,,,1526.0,,,,,,,1581.0,,,,,,,1432.0,,,,,,,1562.0,,,,,,,,1606.0,,,,,,,,1668.0,,,,,,,,1541.0,,,,,,,,,1658.0,,,,,,,,,1641.0,,,,
CSCO,,,,,,,,,,,,,,,,,11983.0,,,,,,,,12154.0,,,,,,,,,11929.0,,,,,,,,,11960.0,,,,,,,,,,12803.0,,,,,,,,13126.0,,,,,,,,12900.0,,,,,,,12720.0,,,,,,,,,12835.0,,,,,,,,13102.0,,,,,,,,13632.0,,,,,,,13592.0,,,,,,,14571.0,,,,,,,15203.0,,,,,,,14668.0,,,,,,,,12791.0,,,,,,,,12702.0,,,,,,,,13642.0,,,,,,,,,13841.0,,,,,,,,,13991.0,,,
ADSK,,,,,,,,,,,,,,,,,,885.7,,,,,,,,913.1,,,,,,,,,,952.4,,,,,,,,,,1039.0,,,,,,989.0,,,,,,,,,1060.0,,,,,,,,,1126.0,,,,,,,1211.0,,,,,,,,1170.0,,,,,,,,,1237.0,,,,,,,,1280.0,,,,,,,1318.0,,,,,,,1269.0,,,,,,,1345.0,,,,,,,1414.0,,,,,,,,1469.0,,,,,,,,1417.0,,,,,,,,1505.0,,,,,,,,,1570.0,,,,,,,,,1639.0,,
CRM,,,,,,,,,,,,,,,,,,4865.0,,,,,,,,5151.0,,,,,,,,,,5419.0,,,,,,,,,,5817.0,,,,,,5963.0,,,,,,,,,6340.0,,,,,,,,,6863.0,,,,,,,7326.0,,,,,,,,7411.0,,,,,,,,,7720.0,,,,,,,,7837.0,,,,,,,8384.0,,,,,,,8247.0,,,,,,,8603.0,,,,,,,8720.0,,,,,,,,9287.0,,,,,,,,9133.0,,,,,,,,9325.0,,,,,,,,,9444.0,,,,,,,,,9993.0,,
INTU,,,,,,,,,,,,,,,,,,3002.0,,,,,,,,1816.0,,,,,,,,,,1323.0,,,,,,,,,,1576.0,,,,,,4173.0,,,,,,,,,2561.0,,,,,,,,,2007.0,,,,,,,2673.0,,,,,,,,5632.0,,,,,,,,,2414.0,,,,,,,,2597.0,,,,,,,3041.0,,,,,,,6018.0,,,,,,,2712.0,,,,,,,2978.0,,,,,,,,3386.0,,,,,,,,6737.0,,,,,,,,3184.0,,,,,,,,,3283.0,,,,,,,,,3963.0,,
PATH,,,,,,,,,,,,,,,,,,113.1,,,,,,,,139.38,,,,,,,,,,147.29,,,,,,,,,,207.88,,,,,,186.22,,,,,,,,,195.52,,,,,,,,,220.82,,,,,,,289.7,,,,,,,,245.07,,,,,,,,,242.22,,,,,,,,262.74,,,,,,,308.55,,,,,,,289.59,,,,,,,287.31,,,,,,,325.92,,,,,,,,405.25,,,,,,,,335.11,,,,,,,,316.25,,,,,,,,,354.65,,,,,,,,,423.65,,
DOCU,,,,,,,,,,,,,,,,,,297.02,,,,,,,,342.21,,,,,,,,,,382.92,,,,,,,,,,430.9,,,,,,469.08,,,,,,,,,511.84,,,,,,,,,545.46,,,,,,,580.83,,,,,,,,588.69,,,,,,,,,622.18,,,,,,,,645.46,,,,,,,659.58,,,,,,,661.39,,,,,,,687.69,,,,,,,700.42,,,,,,,,712.39,,,,,,,,709.64,,,,,,,,736.03,,,,,,,,,754.82,,,,,,,,,776.25,,
S,,,,,,,,,,,,,,,,,,17.96,,,,,,,,20.67,,,,,,,,,,24.56,,,,,,,,,,29.87,,,,,,37.4,,,,,,,,,45.75,,,,,,,,,56.02,,,,,,,65.64,,,,,,,,78.26,,,,,,,,,102.51,,,,,,,,115.32,,,,,,,126.1,,,,,,,133.39,,,,,,,149.42,,,,,,,164.17,,,,,,,,174.18,,,,,,,,186.36,,,,,,,,198.94,,,,,,,,,210.65,,,,,,,,,225.52,,
ZS,,,,,,,,,,,,,,,,,,110.52,,,,,,,,125.89,,,,,,,,,,142.58,,,,,,,,,,157.04,,,,,,176.4,,,,,,,,,197.07,,,,,,,,,230.52,,,,,,,255.56,,,,,,,,286.81,,,,,,,,,318.06,,,,,,,,355.55,,,,,,,387.6,,,,,,,418.8,,,,,,,455.01,,,,,,,496.7,,,,,,,,525.0,,,,,,,,553.2,,,,,,,,592.87,,,,,,,,,627.96,,,,,,,,,647.9,,
RGTI,,,,,,,,,,,,,,,,,,1.21,,,,,,,,1.21,,,,,,,,,,1.7,,,,,,,,,,1.42,,,2.36,,,,,,,,1.54,,,,,,,,2.92,,,,,,,,2.12,,,,,,,,2.1,,,,,,,,2.13,,,,,,,,,2.8,,,,,,,,6.06,,,,,,2.2,,,,,,,3.33,,,,,,,,3.11,,,,,,,,3.38,,,,,,,,3.05,,,,,,,,3.09,,,,,,,,,2.38,,,,,,,,,2.27,,,,,
SNPS,,,,,,,,,,,,,,,,,,861.33,,,,,,,,964.13,,,,,,,,,,1025.0,,,,,,,,,,970.32,,,,,,1024.0,,,,,,,,,1057.0,,,,,,,,,1152.0,,,,,,,1270.0,,,,,,,,1279.0,,,,,,,,,1248.0,,,,,,,,1284.0,,,,,,,1233.0,,,,,,,1263.0,,,,,,,1354.0,,,,,,,1467.0,,,,,,,,1511.0,,,,,,,,1455.0,,,,,,,,1526.0,,,,,,,,,1636.0,,,,,,,,,1455.0,,
PD,,,,,,,,,,,,,,,,,,49.79,,,,,,,,50.71,,,,,,,,,,53.77,,,,,,,,,,59.28,,,,,,63.59,,,,,,,,,67.54,,,,,,,,,71.76,,,,,,,78.51,,,,,,,,85.37,,,,,,,,,90.25,,,,,,,,94.2,,,,,,,100.97,,,,,,,103.25,,,,,,,107.62,,,,,,,108.72,,,,,,,,111.12,,,,,,,,111.17,,,,,,,,115.94,,,,,,,,,118.95,,,,,,,,,121.45,,
NTNX,,,,,,,,,,,,,,,,,,318.27,,,,,,,,327.87,,,,,,,,,,312.75,,,,,,,,,,346.38,,,,,,344.51,,,,,,,,,390.72,,,,,,,,,378.52,,,,,,,413.08,,,,,,,,403.66,,,,,,,,,385.54,,,,,,,,433.61,,,,,,,486.5,,,,,,,448.58,,,,,,,494.21,,,,,,,511.05,,,,,,,,565.23,,,,,,,,524.58,,,,,,,,547.95,,,,,,,,,590.96,,,,,,,,,654.72,,
SFIX,,,,,,,,,,,,,,,,,,,371.73,,,,,,,,443.41,,,,,,,,,490.42,,,,,,,,,504.09,,,,,,,,535.59,,,,,,,,571.16,,,,,,,,581.24,,,,,,,516.72,,,,,,,,,492.94,,,,,,,,481.9,,,,,,,,443.74,,,,,,,400.62,,,,,,,383.42,,,,,,,364.74,,,,,,,364.79,,,,,,,,330.4,,,,,,,,322.73,,,,,,,,,,319.55,,,,,,,,,318.82,,,,,,,,,312.11,
ADI,,,,,,,,,,,,,,,,,,,1317.0,,,,,,,,1456.0,,,,,,,,,1526.0,,,,,,,,,1558.0,,,,,,,,1661.0,,,,,,,,1759.0,,,,,,,,2340.0,,,,,,,2684.0,,,,,,,,,2972.0,,,,,,,,3110.0,,,,,,,,3248.0,,,,,,,3250.0,,,,,,,3263.0,,,,,,,3076.0,,,,,,,2716.0,,,,,,,,,,2513.0,,,,,,,,2159.0,,,,,,,,2312.0,,,,,,,,,2443.0,,,,,,,,,2423.0,
PSTG,,,,,,,,,,,,,,,,,,,,367.12,,,,,,,,403.72,,,,,,,,,410.62,,,,,,,,,502.72,,,,,,,,412.71,,,,,,,,496.83,,,,,,,,562.74,,,,,,,,708.57,,,,,,,,620.41,,,,,,,,,646.77,,,,,,,,676.05,,,,,,,810.21,,,,,,,589.31,,,,,,,688.67,,,,,,,762.84,,,,,,,,,789.81,,,,,,,,693.48,,,,,,,,763.77,,,,,,,,,831.07,,,,,,,,,879.84
ME,,,,,,,,,,,,,,,,,,,,,,,48.06,,,,,,,,51.8,,,,,,,,,55.48,,,,,,,,,88.58,,,,,,,,59.24,,,,,,,,55.2,,,,,,,,56.89,,,,,,,,100.56,,,,,,,,64.51,,,,,,,,,75.66,,,,,,,,66.94,,,,,,92.38,,,,,,,60.86,,,,,,,,50.0,,,,,,,,44.75,,,,,,,,64.03,,,,,,,,40.41,,,,,,,,,44.07,,,,,,,,,60.26,,,,,
WBX,,,,,,,,,,,,,,,,,,,,,,,5.96,,,,,,,,,,,,,,,,,13.72,,,,,,,,,,,,,,,,,27.32,,,,,,,,,,,,,,,,44.26,,,,,,,,,,,,,,,,67.81,,,,,,,,,,,,,,,,,76.37,,,,,,,,,,,,,68.02,,,,,,,,,,,,,,,,75.75,,,,,,,,,,,,,,,,91.89,,,,,,,,,,,,,,,,,,72.05,,,,,
SMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,,,,,,,,,0.66,,,,,,,,0.37,,,,,,,,0.3,,,,,,,,1.53,,,,,,,,2.45,,,,,,,,2.75,,,,,,,,,3.17,,,,,,,,3.44,,,,,,5.51,,,,,,,5.8,,,,,,,,6.95,,,,,,,,4.56,,,,,,,,1.38,,,,,,,,0.97,,,,,,,,,0.48,,,,,,,,,34.22,,,,,
SOUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.21,,,,,,,,,3.74,,,,,,,,8.28,,,,,,,,4.03,,,,,,,,5.15,,,,,,,,4.29,,,,,,,,6.15,,,,,,,,,11.19,,,,,,,,9.5,,,,,,6.71,,,,,,,8.75,,,,,,,,13.27,,,,,,,,17.15,,,,,,,,11.59,,,,,,,,13.46,,,,,,,,,25.09,,,,,,,,,34.54,,,,,
MBLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.0,,,,,,,,327.0,,,,,,,,326.0,,,,,,,,356.0,,,,,,,,,,,,394.0,,,,,,,,460.0,,,,,,,,450.0,,,,,,,565.0,,,,,,,458.0,,,,,,,454.0,,,,,,,530.0,,,,,,,637.0,,,,,,,,239.0,,,,,,,,439.0,,,,,,,,486.0,,,,,,,,,490.0,,,,,,,
CART,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.0,,,,,,,,444.0,,,,,,,,475.0,,,,,,,,475.0,,,,,,,,505.0,,,,,,,,621.0,,,,,,,,,668.0,,,,,,,,757.0,,,,,,759.0,,,,,,,716.0,,,,,,,,764.0,,,,,,,,803.0,,,,,,,,820.0,,,,,,,,823.0,,,,,,,,,852.0,,,,,,,,,883.0,,,,,
ARM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692.0,,,,,,,,,630.0,,,,,,,,724.0,,,,,,633.0,,,,,,,675.0,,,,,,,,806.0,,,,,,,,824.0,,,,,,,,928.0,,,,,,,,939.0,,,,,,,,,844.0,,,,,,,,,983.0,,,,,
IBTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.69,,,,,,,77.39,,,,,,,,85.29,,,,,,,,99.67,,,,,,,,82.33,,,,,,,,87.93,,,,,,,,,98.62,,,,,,,,,98.38,,,,,
TTGT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.08,,,,,,,60.83,,,,,,,,59.4,,,,,,,,,,,,,,,,59.29,,,,,,,,62.99,,,,,,,,,62.74,,,,,,,,,,,,,,
